IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.210.244.38,2096,2096,true,HKG,Asia Pacific,Hong Kong,109,7.41
47.76.98.98,2053,2053,true,HKG,Asia Pacific,Hong Kong,115,7.35
47.242.155.183,2086,2086,false,HKG,Asia Pacific,Hong Kong,106,7.34
47.76.225.255,2096,2096,true,HKG,Asia Pacific,Hong Kong,113,7.32
8.210.3.24,2052,2052,false,HKG,Asia Pacific,Hong Kong,104,7.28
47.242.234.127,2096,2096,true,HKG,Asia Pacific,Hong Kong,106,7.22
47.76.26.26,2083,2083,true,HKG,Asia Pacific,Hong Kong,44,7.15
47.243.139.85,2086,2086,false,HKG,Asia Pacific,Hong Kong,88,7.14
8.217.248.220,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,7.07
8.218.173.78,2096,2096,true,HKG,Asia Pacific,Hong Kong,88,7.04
47.76.33.40,80,80,false,HKG,Asia Pacific,Hong Kong,76,7.04
8.210.119.11,2083,2083,true,HKG,Asia Pacific,Hong Kong,114,6.87
47.76.33.40,2087,2087,true,HKG,Asia Pacific,Hong Kong,110,6.84
8.218.211.17,2095,2095,false,HKG,Asia Pacific,Hong Kong,90,6.81
8.217.121.207,2086,2086,false,HKG,Asia Pacific,Hong Kong,88,6.78
8.218.52.115,2095,2095,false,HKG,Asia Pacific,Hong Kong,67,6.75
8.210.21.65,8080,8080,false,HKG,Asia Pacific,Hong Kong,44,6.75
8.217.164.10,2082,2082,false,HKG,Asia Pacific,Hong Kong,77,6.63
47.242.17.250,8443,8443,true,HKG,Asia Pacific,Hong Kong,120,6.55
47.76.192.24,2082,2082,false,HKG,Asia Pacific,Hong Kong,77,6.54
47.242.36.78,2087,2087,true,HKG,Asia Pacific,Hong Kong,46,6.51
47.243.169.63,2096,2096,true,HKG,Asia Pacific,Hong Kong,53,6.38
47.243.234.9,2082,2082,false,HKG,Asia Pacific,Hong Kong,93,6.33
8.210.85.222,2096,2096,true,HKG,Asia Pacific,Hong Kong,79,6.29
8.210.3.24,8880,8880,false,HKG,Asia Pacific,Hong Kong,100,6.27
8.218.201.73,8080,8080,false,HKG,Asia Pacific,Hong Kong,123,6.23
8.210.65.1,8080,8080,false,HKG,Asia Pacific,Hong Kong,81,6.22
47.242.176.237,2096,2096,true,HKG,Asia Pacific,Hong Kong,99,6.22
8.210.66.190,2087,2087,true,HKG,Asia Pacific,Hong Kong,74,6.13
47.242.119.104,2096,2096,true,HKG,Asia Pacific,Hong Kong,98,6.13
8.210.174.156,8443,8443,true,HKG,Asia Pacific,Hong Kong,65,6.08
47.243.27.217,2083,2083,true,HKG,Asia Pacific,Hong Kong,75,5.96
47.242.157.96,2087,2087,true,HKG,Asia Pacific,Hong Kong,98,5.96
47.243.255.224,2096,2096,true,HKG,Asia Pacific,Hong Kong,89,5.92
8.210.3.24,8443,8443,true,HKG,Asia Pacific,Hong Kong,105,5.91
8.218.204.128,2087,2087,true,HKG,Asia Pacific,Hong Kong,46,5.87
8.217.193.25,8080,8080,false,HKG,Asia Pacific,Hong Kong,74,5.82
8.218.142.253,2083,2083,true,HKG,Asia Pacific,Hong Kong,98,5.78
8.218.146.204,80,80,false,HKG,Asia Pacific,Hong Kong,103,5.68
8.217.123.243,2087,2087,true,HKG,Asia Pacific,Hong Kong,113,5.65
8.210.39.96,2096,2096,true,HKG,Asia Pacific,Hong Kong,105,5.65
47.242.79.71,2087,2087,true,HKG,Asia Pacific,Hong Kong,94,5.64
8.218.3.12,2053,2053,true,HKG,Asia Pacific,Hong Kong,76,5.62
8.210.65.1,2096,2096,true,HKG,Asia Pacific,Hong Kong,104,5.59
47.76.214.139,2096,2096,true,HKG,Asia Pacific,Hong Kong,84,5.59
47.243.139.243,2082,2082,false,HKG,Asia Pacific,Hong Kong,49,5.55
47.76.26.26,8443,8443,true,HKG,Asia Pacific,Hong Kong,96,5.53
47.242.202.230,443,443,true,HKG,Asia Pacific,Hong Kong,99,5.51
8.217.145.40,8080,8080,false,HKG,Asia Pacific,Hong Kong,112,5.45
47.242.155.183,8880,8880,false,HKG,Asia Pacific,Hong Kong,54,5.24
47.76.33.40,8880,8880,false,HKG,Asia Pacific,Hong Kong,105,5.21
47.243.139.85,2096,2096,true,HKG,Asia Pacific,Hong Kong,106,5.21
47.243.234.9,2087,2087,true,HKG,Asia Pacific,Hong Kong,102,5.13
8.218.1.163,2096,2096,true,HKG,Asia Pacific,Hong Kong,102,5.09
8.210.9.129,2053,2053,true,HKG,Asia Pacific,Hong Kong,75,5.08
8.218.146.204,2052,2052,false,HKG,Asia Pacific,Hong Kong,98,5.01
8.217.248.220,2083,2083,true,HKG,Asia Pacific,Hong Kong,65,4.95
47.242.174.27,8080,8080,false,HKG,Asia Pacific,Hong Kong,77,4.93
8.218.65.237,2052,2052,false,HKG,Asia Pacific,Hong Kong,109,4.89
8.210.55.134,80,80,false,HKG,Asia Pacific,Hong Kong,65,4.89
8.218.122.55,2083,2083,true,HKG,Asia Pacific,Hong Kong,87,4.88
47.242.234.127,2083,2083,true,HKG,Asia Pacific,Hong Kong,100,4.83
47.242.171.94,2053,2053,true,HKG,Asia Pacific,Hong Kong,55,4.81
8.218.3.12,2052,2052,false,HKG,Asia Pacific,Hong Kong,56,4.73
47.242.176.237,2086,2086,false,HKG,Asia Pacific,Hong Kong,55,4.64
8.218.211.17,8080,8080,false,HKG,Asia Pacific,Hong Kong,108,4.59
47.243.173.187,2083,2083,true,HKG,Asia Pacific,Hong Kong,96,4.56
47.242.107.109,2096,2096,true,HKG,Asia Pacific,Hong Kong,94,4.54
8.218.48.92,2082,2082,false,HKG,Asia Pacific,Hong Kong,107,4.46
8.210.65.1,2086,2086,false,HKG,Asia Pacific,Hong Kong,55,4.46
47.242.79.71,8443,8443,true,HKG,Asia Pacific,Hong Kong,74,4.42
47.242.183.7,2087,2087,true,HKG,Asia Pacific,Hong Kong,112,4.36
47.76.33.40,2082,2082,false,HKG,Asia Pacific,Hong Kong,55,4.35
47.243.139.243,80,80,false,HKG,Asia Pacific,Hong Kong,77,4.32
8.218.3.12,8443,8443,true,HKG,Asia Pacific,Hong Kong,82,4.27
47.242.176.237,2083,2083,true,HKG,Asia Pacific,Hong Kong,74,4.20
47.242.17.250,8080,8080,false,HKG,Asia Pacific,Hong Kong,93,4.16
8.217.159.210,2086,2086,false,HKG,Asia Pacific,Hong Kong,125,4.14
8.210.156.6,2083,2083,true,HKG,Asia Pacific,Hong Kong,111,4.12
8.210.192.93,2083,2083,true,HKG,Asia Pacific,Hong Kong,77,4.09
47.76.204.76,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,4.09
8.218.142.253,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,4.06
8.218.8.142,8080,8080,false,HKG,Asia Pacific,Hong Kong,91,4.06
47.239.10.224,443,443,true,HKG,Asia Pacific,Hong Kong,55,4.03
183.232.159.226,2052,2086,false,HKG,Asia Pacific,Hong Kong,44,3.89
8.210.63.130,2053,2053,true,HKG,Asia Pacific,Hong Kong,74,3.89
8.210.34.188,2095,2095,false,HKG,Asia Pacific,Hong Kong,107,3.89
8.218.122.55,8443,8443,true,HKG,Asia Pacific,Hong Kong,119,3.84
8.217.91.121,8080,8080,false,HKG,Asia Pacific,Hong Kong,105,3.83
8.217.123.243,8443,8443,true,HKG,Asia Pacific,Hong Kong,106,3.80
8.217.248.220,2087,2087,true,HKG,Asia Pacific,Hong Kong,113,3.77
8.210.101.157,2053,2053,true,HKG,Asia Pacific,Hong Kong,45,3.77
8.210.39.96,8880,8880,false,HKG,Asia Pacific,Hong Kong,84,3.63
47.243.234.9,80,80,false,HKG,Asia Pacific,Hong Kong,124,3.61
47.76.29.115,2053,2053,true,HKG,Asia Pacific,Hong Kong,67,3.57
47.243.255.224,8443,8443,true,HKG,Asia Pacific,Hong Kong,45,3.56
47.243.42.219,8443,8443,true,HKG,Asia Pacific,Hong Kong,45,3.56
47.242.171.94,8443,8443,true,HKG,Asia Pacific,Hong Kong,47,3.55
8.217.251.62,8080,8080,false,HKG,Asia Pacific,Hong Kong,101,3.53
8.217.66.3,2053,2053,true,HKG,Asia Pacific,Hong Kong,75,3.31
47.76.204.76,2087,2087,true,HKG,Asia Pacific,Hong Kong,74,3.26
8.210.9.129,8443,8443,true,HKG,Asia Pacific,Hong Kong,77,3.16
8.218.11.90,80,80,false,HKG,Asia Pacific,Hong Kong,68,3.09
47.76.214.139,8443,8443,true,HKG,Asia Pacific,Hong Kong,110,3.00
47.76.204.76,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,2.99
47.76.32.108,8880,8880,false,HKG,Asia Pacific,Hong Kong,101,2.98
47.76.98.98,2087,2087,true,HKG,Asia Pacific,Hong Kong,65,2.91
47.76.204.76,2096,2096,true,HKG,Asia Pacific,Hong Kong,75,2.91
8.210.9.129,2087,2087,true,HKG,Asia Pacific,Hong Kong,56,2.87
47.243.206.150,2083,2083,true,HKG,Asia Pacific,Hong Kong,63,2.84
47.76.203.101,2087,2087,true,HKG,Asia Pacific,Hong Kong,105,2.81
47.76.251.55,443,443,true,HKG,Asia Pacific,Hong Kong,104,2.76
47.238.6.58,8443,8443,true,HKG,Asia Pacific,Hong Kong,78,2.75
47.243.18.199,2083,2083,true,HKG,Asia Pacific,Hong Kong,49,2.73
8.218.142.253,80,80,false,HKG,Asia Pacific,Hong Kong,96,2.70
47.76.33.40,2083,2083,true,HKG,Asia Pacific,Hong Kong,74,2.68
47.242.157.96,2096,2096,true,HKG,Asia Pacific,Hong Kong,90,2.52
8.218.18.235,8880,8880,false,HKG,Asia Pacific,Hong Kong,54,2.50
47.76.204.76,8443,8443,true,HKG,Asia Pacific,Hong Kong,76,2.48
47.76.37.57,2083,2083,true,HKG,Asia Pacific,Hong Kong,109,2.40
156.251.176.48,21952,443,true,HKG,Asia Pacific,Hong Kong,88,2.26
8.218.2.181,2052,2052,false,HKG,Asia Pacific,Hong Kong,107,2.18
47.76.33.40,2095,2095,false,HKG,Asia Pacific,Hong Kong,60,2.08
47.76.225.255,2083,2083,true,HKG,Asia Pacific,Hong Kong,46,2.03
8.217.221.165,2086,2086,false,HKG,Asia Pacific,Hong Kong,114,1.76
47.76.98.98,2096,2096,true,HKG,Asia Pacific,Hong Kong,88,1.73
47.76.37.57,8443,8443,true,HKG,Asia Pacific,Hong Kong,112,1.60
47.76.32.108,2052,2052,false,HKG,Asia Pacific,Hong Kong,93,1.58
47.242.17.250,2095,2095,false,HKG,Asia Pacific,Hong Kong,93,1.53
47.76.178.146,2052,2052,false,HKG,Asia Pacific,Hong Kong,111,1.31
8.218.18.132,2086,2086,false,HKG,Asia Pacific,Hong Kong,49,1.30
47.243.27.217,2087,2087,true,HKG,Asia Pacific,Hong Kong,78,1.28
8.218.18.132,8880,8880,false,HKG,Asia Pacific,Hong Kong,93,1.26
47.76.32.108,2083,2083,true,HKG,Asia Pacific,Hong Kong,89,1.21
47.76.37.57,2096,2096,true,HKG,Asia Pacific,Hong Kong,90,1.13
47.76.94.15,8880,8880,false,HKG,Asia Pacific,Hong Kong,47,0.97
47.243.27.217,2096,2096,true,HKG,Asia Pacific,Hong Kong,90,0.94
47.76.204.76,2053,2053,true,HKG,Asia Pacific,Hong Kong,108,0.86
47.238.0.114,2053,2053,true,HKG,Asia Pacific,Hong Kong,66,0.85
47.76.37.57,2052,2052,false,HKG,Asia Pacific,Hong Kong,90,0.85
8.218.63.172,443,443,true,HKG,Asia Pacific,Hong Kong,93,0.77
47.76.146.1,80,80,false,HKG,Asia Pacific,Hong Kong,42,0.75
8.210.119.11,8080,8080,false,HKG,Asia Pacific,Hong Kong,78,0.74
47.242.17.250,8880,8880,false,HKG,Asia Pacific,Hong Kong,99,0.73
47.238.6.58,2083,2083,true,HKG,Asia Pacific,Hong Kong,47,0.64
47.76.178.146,8880,8880,false,HKG,Asia Pacific,Hong Kong,121,0.64
47.76.204.76,2082,2082,false,HKG,Asia Pacific,Hong Kong,101,0.64
47.76.94.15,8080,8080,false,HKG,Asia Pacific,Hong Kong,79,0.62
47.76.32.108,2086,2086,false,HKG,Asia Pacific,Hong Kong,49,0.61
202.81.232.199,44036,443,true,HKG,Asia Pacific,Hong Kong,143,0.58
38.6.195.82,20002,443,true,HKG,Asia Pacific,Hong Kong,95,0.55
47.238.6.58,2096,2096,true,HKG,Asia Pacific,Hong Kong,90,0.55
154.88.31.91,30000,443,true,HKG,Asia Pacific,Hong Kong,47,0.37
172.93.165.228,443,443,true,HKG,Asia Pacific,Hong Kong,82,0.33
47.243.90.180,2096,2096,true,HKG,Asia Pacific,Hong Kong,131,0.32
47.238.6.58,2087,2087,true,HKG,Asia Pacific,Hong Kong,67,0.31
47.242.54.157,8880,8880,false,HKG,Asia Pacific,Hong Kong,123,0.31
202.81.231.150,80,80,false,HKG,Asia Pacific,Hong Kong,299,0.20
47.76.204.76,8080,8080,false,HKG,Asia Pacific,Hong Kong,89,0.20
39.115.137.14,443,443,true,HKG,Asia Pacific,Hong Kong,279,0.14
101.36.111.171,34237,2096,true,HKG,Asia Pacific,Hong Kong,157,0.13
39.126.44.106,37635,80,false,HKG,Asia Pacific,Hong Kong,225,0.10
47.243.169.63,2095,2095,false,HKG,Asia Pacific,Hong Kong,76,0.08
8.210.34.188,8880,8880,false,HKG,Asia Pacific,Hong Kong,105,0.07
47.76.33.40,2052,2052,false,HKG,Asia Pacific,Hong Kong,119,0.07
38.181.35.164,37459,443,true,HKG,Asia Pacific,Hong Kong,101,0.06
47.242.54.157,2086,2086,false,HKG,Asia Pacific,Hong Kong,102,0.06
38.181.35.164,12772,443,true,HKG,Asia Pacific,Hong Kong,110,0.03
152.32.252.175,8969,443,true,HKG,Asia Pacific,Hong Kong,312,0.03
103.118.244.200,20001,443,true,HKG,Asia Pacific,Hong Kong,239,0.02
103.118.244.200,28076,443,true,HKG,Asia Pacific,Hong Kong,239,0.02
152.32.130.150,802,443,true,HKG,Asia Pacific,Hong Kong,284,0.02
47.76.214.139,2087,2087,true,HKG,Asia Pacific,Hong Kong,54,0.00
103.220.72.40,443,443,true,HKG,Asia Pacific,Hong Kong,108,0.00
120.220.19.109,2082,2082,false,HKG,Asia Pacific,Hong Kong,123,0.00
47.243.90.180,2095,2095,false,HKG,Asia Pacific,Hong Kong,118,0.00
120.220.19.103,2052,2052,false,HKG,Asia Pacific,Hong Kong,143,0.00
221.127.50.207,443,443,true,HKG,Asia Pacific,Hong Kong,224,0.00
219.76.13.169,443,443,true,HKG,Asia Pacific,Hong Kong,84,0.00
103.117.101.24,30809,80,false,HKG,Asia Pacific,Hong Kong,131,0.00
47.76.203.101,8443,8443,true,HKG,Asia Pacific,Hong Kong,47,0.00
47.76.33.40,2053,2053,true,HKG,Asia Pacific,Hong Kong,89,0.00
103.148.72.147,1443,443,true,HKG,Asia Pacific,Hong Kong,80,0.00
219.76.13.180,443,443,true,HKG,Asia Pacific,Hong Kong,91,0.00
43.128.26.74,443,443,true,HKG,Asia Pacific,Hong Kong,74,0.00
141.11.125.215,443,443,true,HKG,Asia Pacific,Hong Kong,125,0.00
103.20.223.93,30809,80,false,HKG,Asia Pacific,Hong Kong,112,0.00
47.76.37.57,2087,2087,true,HKG,Asia Pacific,Hong Kong,118,0.00
