IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.222.144.50,8080,8080,false,SIN,Asia Pacific,Singapore,67,5.18
47.236.75.152,2095,2095,false,SIN,Asia Pacific,Singapore,112,5.17
47.245.96.80,8080,8080,false,SIN,Asia Pacific,Singapore,261,5.16
47.236.145.85,8080,8080,false,SIN,Asia Pacific,Singapore,119,5.12
8.222.193.65,2053,2053,true,SIN,Asia Pacific,Singapore,94,5.00
8.219.174.142,2082,2082,false,SIN,Asia Pacific,Singapore,136,4.98
8.222.156.242,8880,8880,false,SIN,Asia Pacific,Singapore,85,4.97
47.236.180.51,2082,2082,false,SIN,Asia Pacific,Singapore,142,4.94
47.237.83.20,2082,2082,false,SIN,Asia Pacific,Singapore,80,4.89
47.237.86.185,2086,2086,false,SIN,Asia Pacific,Singapore,93,4.85
47.236.189.92,2052,2052,false,SIN,Asia Pacific,Singapore,132,4.79
8.222.191.138,2053,2053,true,SIN,Asia Pacific,Singapore,86,4.79
8.219.1.92,8080,8080,false,SIN,Asia Pacific,Singapore,77,4.78
8.222.193.65,2082,2082,false,SIN,Asia Pacific,Singapore,86,4.77
8.222.187.4,8880,8880,false,SIN,Asia Pacific,Singapore,89,4.75
8.219.248.47,2052,2052,false,SIN,Asia Pacific,Singapore,131,4.73
8.222.144.50,2052,2052,false,SIN,Asia Pacific,Singapore,87,4.73
47.236.202.91,2087,2087,true,SIN,Asia Pacific,Singapore,132,4.67
8.219.93.5,2083,2083,true,SIN,Asia Pacific,Singapore,71,4.66
47.236.150.13,2082,2082,false,SIN,Asia Pacific,Singapore,157,4.64
47.236.167.231,8080,8080,false,SIN,Asia Pacific,Singapore,142,4.64
8.222.156.242,80,80,false,SIN,Asia Pacific,Singapore,82,4.59
8.219.83.201,2095,2095,false,SIN,Asia Pacific,Singapore,91,4.58
47.236.144.196,2095,2095,false,SIN,Asia Pacific,Singapore,115,4.57
8.222.164.209,8880,8880,false,SIN,Asia Pacific,Singapore,94,4.57
8.219.98.13,8880,8880,false,SIN,Asia Pacific,Singapore,103,4.56
47.236.166.131,2082,2082,false,SIN,Asia Pacific,Singapore,134,4.48
8.219.83.71,2086,2086,false,SIN,Asia Pacific,Singapore,87,4.47
8.219.170.232,2052,2052,false,SIN,Asia Pacific,Singapore,140,4.46
47.245.96.80,2052,2052,false,SIN,Asia Pacific,Singapore,224,4.46
8.222.165.117,2086,2086,false,SIN,Asia Pacific,Singapore,99,4.44
8.219.6.150,2086,2086,false,SIN,Asia Pacific,Singapore,97,4.37
47.236.164.215,2053,2053,true,SIN,Asia Pacific,Singapore,130,4.37
8.219.117.198,2095,2095,false,SIN,Asia Pacific,Singapore,92,4.37
47.245.84.124,2082,2082,false,SIN,Asia Pacific,Singapore,262,4.37
47.236.75.152,2087,2087,true,SIN,Asia Pacific,Singapore,143,4.26
47.236.189.92,8080,8080,false,SIN,Asia Pacific,Singapore,132,4.24
8.219.83.71,8080,8080,false,SIN,Asia Pacific,Singapore,99,4.22
47.236.202.91,2096,2096,true,SIN,Asia Pacific,Singapore,121,4.20
47.236.172.95,80,80,false,SIN,Asia Pacific,Singapore,142,4.20
8.222.237.131,80,80,false,SIN,Asia Pacific,Singapore,110,4.19
8.219.40.37,80,80,false,SIN,Asia Pacific,Singapore,87,4.15
8.219.4.122,8880,8880,false,SIN,Asia Pacific,Singapore,93,4.06
8.219.11.158,8880,8880,false,SIN,Asia Pacific,Singapore,78,4.05
8.222.160.176,2052,2052,false,SIN,Asia Pacific,Singapore,89,4.03
8.218.132.209,80,443,true,SIN,Asia Pacific,Singapore,46,4.02
47.236.180.51,8880,8880,false,SIN,Asia Pacific,Singapore,112,3.99
8.219.222.98,2096,2096,true,SIN,Asia Pacific,Singapore,139,3.97
8.219.40.37,8880,8880,false,SIN,Asia Pacific,Singapore,79,3.96
47.237.0.31,2086,2086,false,SIN,Asia Pacific,Singapore,99,3.95
47.236.75.152,8443,8443,true,SIN,Asia Pacific,Singapore,150,3.93
8.222.237.131,2095,2095,false,SIN,Asia Pacific,Singapore,82,3.91
47.236.168.17,8080,8080,false,SIN,Asia Pacific,Singapore,120,3.91
47.238.36.250,80,443,true,SIN,Asia Pacific,Singapore,42,3.90
47.236.170.225,80,80,false,SIN,Asia Pacific,Singapore,134,3.89
47.238.44.224,80,443,true,SIN,Asia Pacific,Singapore,66,3.89
47.238.3.10,80,443,true,SIN,Asia Pacific,Singapore,42,3.88
47.76.247.16,80,443,true,SIN,Asia Pacific,Singapore,42,3.86
8.219.110.81,8880,8880,false,SIN,Asia Pacific,Singapore,80,3.84
8.217.61.176,80,443,true,SIN,Asia Pacific,Singapore,73,3.83
47.236.102.102,2053,2053,true,SIN,Asia Pacific,Singapore,141,3.81
8.219.78.1,2095,2095,false,SIN,Asia Pacific,Singapore,113,3.79
8.219.248.47,2095,2095,false,SIN,Asia Pacific,Singapore,136,3.77
138.2.85.23,8080,443,true,SIN,Asia Pacific,Singapore,91,3.73
47.238.48.153,80,443,true,SIN,Asia Pacific,Singapore,45,3.72
8.222.156.242,2082,2082,false,SIN,Asia Pacific,Singapore,76,3.65
47.236.174.206,2082,2082,false,SIN,Asia Pacific,Singapore,131,3.64
8.222.179.231,8080,8080,false,SIN,Asia Pacific,Singapore,101,3.60
8.219.42.72,80,80,false,SIN,Asia Pacific,Singapore,100,3.56
8.222.183.242,8080,8080,false,SIN,Asia Pacific,Singapore,102,3.55
8.222.146.222,2086,2086,false,SIN,Asia Pacific,Singapore,99,3.54
8.219.97.50,2086,2086,false,SIN,Asia Pacific,Singapore,95,3.52
47.236.180.24,8443,8443,true,SIN,Asia Pacific,Singapore,140,3.48
8.219.40.37,2082,2082,false,SIN,Asia Pacific,Singapore,91,3.46
8.219.107.135,2052,2052,false,SIN,Asia Pacific,Singapore,110,3.44
8.219.248.47,2096,2096,true,SIN,Asia Pacific,Singapore,115,3.40
47.245.96.80,2086,2086,false,SIN,Asia Pacific,Singapore,261,3.38
8.219.124.227,8080,8080,false,SIN,Asia Pacific,Singapore,77,3.36
8.219.51.211,80,80,false,SIN,Asia Pacific,Singapore,81,3.36
8.219.104.37,2095,2095,false,SIN,Asia Pacific,Singapore,79,3.34
8.222.162.45,2052,2052,false,SIN,Asia Pacific,Singapore,91,3.32
8.219.237.250,8443,8443,true,SIN,Asia Pacific,Singapore,136,3.28
8.219.122.55,2095,2095,false,SIN,Asia Pacific,Singapore,64,3.27
8.219.4.122,2087,2087,true,SIN,Asia Pacific,Singapore,97,3.25
47.245.96.80,80,80,false,SIN,Asia Pacific,Singapore,234,3.20
8.219.120.87,8880,8880,false,SIN,Asia Pacific,Singapore,88,3.20
47.236.10.182,2086,2086,false,SIN,Asia Pacific,Singapore,147,3.11
47.236.146.249,2086,2086,false,SIN,Asia Pacific,Singapore,130,3.10
8.219.111.147,2052,2052,false,SIN,Asia Pacific,Singapore,62,3.08
8.219.114.201,8080,8080,false,SIN,Asia Pacific,Singapore,101,3.07
47.236.172.95,8080,8080,false,SIN,Asia Pacific,Singapore,144,3.01
47.237.8.82,8080,8080,false,SIN,Asia Pacific,Singapore,82,2.96
47.237.125.8,2083,2083,true,SIN,Asia Pacific,Singapore,87,2.96
47.236.170.225,2086,2086,false,SIN,Asia Pacific,Singapore,109,2.94
47.237.84.173,2095,2095,false,SIN,Asia Pacific,Singapore,91,2.94
8.219.237.250,2082,2082,false,SIN,Asia Pacific,Singapore,130,2.94
8.219.60.54,2052,2052,false,SIN,Asia Pacific,Singapore,93,2.93
8.222.144.50,2095,2095,false,SIN,Asia Pacific,Singapore,82,2.91
8.219.177.205,2082,2082,false,SIN,Asia Pacific,Singapore,155,2.83
8.222.244.192,2095,2095,false,SIN,Asia Pacific,Singapore,87,2.83
8.222.156.242,2083,2083,true,SIN,Asia Pacific,Singapore,60,2.82
47.237.92.26,2095,2095,false,SIN,Asia Pacific,Singapore,81,2.81
8.219.161.129,80,80,false,SIN,Asia Pacific,Singapore,138,2.80
8.222.164.209,2086,2086,false,SIN,Asia Pacific,Singapore,87,2.78
8.222.244.192,8080,8080,false,SIN,Asia Pacific,Singapore,94,2.76
8.219.11.158,8080,8080,false,SIN,Asia Pacific,Singapore,98,2.72
47.236.232.148,2086,2086,false,SIN,Asia Pacific,Singapore,147,2.70
47.237.11.182,8880,8880,false,SIN,Asia Pacific,Singapore,93,2.69
8.219.78.188,2086,2086,false,SIN,Asia Pacific,Singapore,97,2.68
8.219.177.205,2052,2052,false,SIN,Asia Pacific,Singapore,112,2.67
47.236.125.62,2096,2096,true,NRT,Asia Pacific,Tokyo,253,2.66
8.222.193.65,443,443,true,SIN,Asia Pacific,Singapore,66,2.59
47.237.84.173,80,80,false,SIN,Asia Pacific,Singapore,100,2.59
8.219.104.37,2087,2087,true,SIN,Asia Pacific,Singapore,91,2.58
8.222.164.209,2083,2083,true,SIN,Asia Pacific,Singapore,68,2.54
47.236.102.102,8880,8880,false,SIN,Asia Pacific,Singapore,143,2.50
47.237.121.38,2096,2096,true,SIN,Asia Pacific,Singapore,91,2.48
47.236.123.133,8880,8880,false,SIN,Asia Pacific,Singapore,120,2.46
47.236.253.41,2095,2095,false,SIN,Asia Pacific,Singapore,155,2.46
47.236.165.25,2095,2095,false,SIN,Asia Pacific,Singapore,140,2.45
8.222.160.176,2095,2095,false,SIN,Asia Pacific,Singapore,84,2.45
47.236.5.223,8880,8880,false,SIN,Asia Pacific,Singapore,133,2.44
8.222.137.192,2086,2086,false,SIN,Asia Pacific,Singapore,92,2.44
47.237.121.38,2052,2052,false,SIN,Asia Pacific,Singapore,76,2.44
8.219.161.129,2096,2096,true,SIN,Asia Pacific,Singapore,145,2.37
47.237.14.220,80,80,false,SIN,Asia Pacific,Singapore,94,2.37
8.219.114.201,2083,2083,true,SIN,Asia Pacific,Singapore,91,2.37
47.236.102.102,2083,2083,true,SIN,Asia Pacific,Singapore,157,2.35
8.219.51.211,2095,2095,false,SIN,Asia Pacific,Singapore,91,2.29
47.236.170.54,8080,8080,false,SIN,Asia Pacific,Singapore,138,2.29
8.219.4.122,8080,8080,false,SIN,Asia Pacific,Singapore,79,2.27
8.222.244.192,8880,8880,false,SIN,Asia Pacific,Singapore,80,2.23
47.237.8.82,2052,2052,false,SIN,Asia Pacific,Singapore,87,2.21
8.219.11.158,2086,2086,false,SIN,Asia Pacific,Singapore,89,2.20
8.219.107.135,2086,2086,false,SIN,Asia Pacific,Singapore,103,2.18
47.236.80.110,2052,2052,false,SIN,Asia Pacific,Singapore,125,2.16
8.219.93.5,2086,2086,false,SIN,Asia Pacific,Singapore,90,2.10
47.237.14.220,2082,2082,false,SIN,Asia Pacific,Singapore,74,2.07
47.236.102.102,2052,2052,false,SIN,Asia Pacific,Singapore,133,2.06
47.236.171.205,2082,2082,false,SIN,Asia Pacific,Singapore,143,2.04
8.219.111.147,2095,2095,false,SIN,Asia Pacific,Singapore,81,2.03
8.222.167.147,2086,2086,false,SIN,Asia Pacific,Singapore,89,2.01
47.236.117.48,80,80,false,SIN,Asia Pacific,Singapore,136,1.96
8.222.146.222,2082,2082,false,SIN,Asia Pacific,Singapore,77,1.96
8.222.208.38,8080,8080,false,SIN,Asia Pacific,Singapore,99,1.95
47.236.83.239,8080,8080,false,SIN,Asia Pacific,Singapore,143,1.95
8.222.146.222,8880,8880,false,SIN,Asia Pacific,Singapore,85,1.93
47.236.118.216,80,80,false,SIN,Asia Pacific,Singapore,149,1.91
8.222.208.38,2052,2052,false,SIN,Asia Pacific,Singapore,100,1.91
8.222.179.231,8880,8880,false,SIN,Asia Pacific,Singapore,88,1.90
47.236.144.48,8880,8880,false,SIN,Asia Pacific,Singapore,127,1.89
8.219.126.240,2095,2095,false,SIN,Asia Pacific,Singapore,87,1.89
8.222.134.170,8443,8443,true,SIN,Asia Pacific,Singapore,62,1.89
8.222.184.198,2082,2082,false,SIN,Asia Pacific,Singapore,84,1.84
47.236.174.206,2095,2095,false,SIN,Asia Pacific,Singapore,117,1.84
47.236.102.102,8080,8080,false,SIN,Asia Pacific,Singapore,146,1.76
8.222.191.138,8080,8080,false,SIN,Asia Pacific,Singapore,76,1.72
8.219.122.55,8080,8080,false,SIN,Asia Pacific,Singapore,81,1.72
8.219.220.88,2052,2052,false,SIN,Asia Pacific,Singapore,145,1.70
47.236.125.62,2053,2053,true,NRT,Asia Pacific,Tokyo,253,1.68
8.219.60.54,80,80,false,SIN,Asia Pacific,Singapore,87,1.67
8.219.174.142,8443,8443,true,SIN,Asia Pacific,Singapore,132,1.63
8.219.107.135,80,80,false,SIN,Asia Pacific,Singapore,89,1.63
47.236.232.148,8080,8080,false,SIN,Asia Pacific,Singapore,123,1.60
8.222.208.38,2082,2082,false,SIN,Asia Pacific,Singapore,100,1.59
47.237.0.31,8080,8080,false,SIN,Asia Pacific,Singapore,85,1.52
47.236.180.51,2053,2053,true,SIN,Asia Pacific,Singapore,119,1.47
8.219.170.232,443,443,true,SIN,Asia Pacific,Singapore,119,1.46
47.236.104.11,8880,8880,false,SIN,Asia Pacific,Singapore,126,1.46
8.219.98.13,2083,2083,true,SIN,Asia Pacific,Singapore,83,1.44
8.219.126.240,2083,2083,true,SIN,Asia Pacific,Singapore,97,1.39
47.236.118.216,2052,2052,false,SIN,Asia Pacific,Singapore,126,1.28
8.222.136.247,2086,2086,false,SIN,Asia Pacific,Singapore,97,1.25
47.236.145.85,443,443,true,SIN,Asia Pacific,Singapore,132,1.22
47.236.121.23,8880,8880,false,SIN,Asia Pacific,Singapore,132,1.16
103.180.193.56,443,443,true,SIN,Asia Pacific,Singapore,87,1.12
47.250.11.137,80,443,true,SIN,Asia Pacific,Singapore,250,1.11
47.237.125.8,2087,2087,true,SIN,Asia Pacific,Singapore,84,1.00
47.236.170.225,8080,8080,false,SIN,Asia Pacific,Singapore,126,0.97
8.219.170.232,8443,8443,true,SIN,Asia Pacific,Singapore,129,0.95
47.76.254.36,80,443,true,SIN,Asia Pacific,Singapore,52,0.92
8.219.240.160,2095,2095,false,SIN,Asia Pacific,Singapore,120,0.77
8.219.126.240,2086,2086,false,SIN,Asia Pacific,Singapore,85,0.76
172.93.188.140,443,443,true,HKG,Asia Pacific,Hong Kong,42,0.70
47.250.153.57,80,443,true,SIN,Asia Pacific,Singapore,297,0.65
8.222.214.231,8880,8880,false,SIN,Asia Pacific,Singapore,88,0.54
47.237.125.8,2053,2053,true,SIN,Asia Pacific,Singapore,93,0.38
8.219.126.240,443,443,true,SIN,Asia Pacific,Singapore,68,0.32
139.84.162.197,443,443,true,SIN,Asia Pacific,Singapore,402,0.31
47.250.57.9,80,443,true,SIN,Asia Pacific,Singapore,281,0.22
47.250.152.116,80,443,true,SIN,Asia Pacific,Singapore,254,0.18
138.2.99.97,443,443,true,SIN,Asia Pacific,Singapore,58,0.17
47.250.147.26,80,443,true,SIN,Asia Pacific,Singapore,242,0.08
96.0.147.114,443,80,false,SIN,Asia Pacific,Singapore,114,0.02
47.236.144.156,8880,8880,false,SIN,Asia Pacific,Singapore,122,0.00
43.156.116.194,443,443,true,SIN,Asia Pacific,Singapore,345,0.00
43.156.27.249,443,443,true,SIN,Asia Pacific,Singapore,333,0.00
